"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","response to external stimulus","GO:0009605","1.1170034529653363e-23","22.95194548435845","2080","544","165","15922","IRF1,GBP2,TIFA,GBP5,HLA-DPA1,APOL1,GBP4,UBD,PSME2,AIM2,CD40,GBP1,CD74,P2RX7,CIITA,CALCOCO2,S1PR1,SOCS1,CD274,LRRK2,HLA-DRA,GCH1,IL12RB1,CXCL11,GBP3,SLAMF7,PSMB9,C4B,PDCD1LG2,IL15,SERPING1,PDE4B,HLA-DPB1,TBX21,CXCL10,HLA-DRB1,NOD2,HLA-F,CEACAM1,CCL13,HLA-DRB5,PLEK,HLA-B,HGF,KLRK1,NLRC5,PSME1,CFB,HLA-E,ACOD1,BATF2,CXCL9,ISG20,PDK4,TNFRSF11A,HLA-A,PADI2,OPTN,STAT1,GBP7,HLA-C,MSRB1,JAK2,CX3CR1,PSMB10,NUB1,AGT,ADAM8,PIM1,TRAFD1,HLA-DQB2,THBD,COLEC12,IFI27,RIPK2,TLR8,BATF3,SLC11A1,STAT2,EPHB3,CCL7,PKD1L3,GPR183,NRP1,USP53,FAS,PSMB8,IFI35,CAMK2D,VCAM1,SPTBN4,IFITM2,ICAM1,HSD3B7,CD300H,SEMA6B,RTP4,KLF4,SCARF1,GHRL,CLEC6A,MUC1,ARNTL2,CCL15,APOBEC3D,ZBP1,H2BC21,IFITM1,ENPP4,CD80,GSDMD,XAF1,TRIM22,PML,B2M,CCL8,APOBEC3A,C3,SLAMF6,APOBEC3G,CLEC10A,CD300LF,PLXNA2,MEFV,SCIMP,IFIT3,TLR10,ZC3H12A,CCRL2,CTSS,GSDMA,CYLD,P2RX4,IFIT2,CASP4,CARD17,STAP1,IRF7,CARD16,ICAM2,RSAD2,GPR31,MMP9,IFI44L,CDH5,ENPP2,CASTOR1,RALB,EDN1,VEGFC,IFIH1,SESN3,RTN4RL1,NCF1,DTX3L,GBP6,FAM107A,RHOBTB3,PMAIP1,HBEGF,LILRA2,CXCR3,SBNO2,TRIM31,DDX60"
"GO:BP","cellular response to cytokine stimulus","GO:0071345","3.462355346856426e-23","22.460628361862323","884","544","99","15922","IRF1,GBP2,IL18BP,GBP5,HLA-DPA1,GBP4,IL15RA,IL31RA,PSME2,AIM2,CD40,GBP1,CD74,CIITA,S1PR1,SOCS1,HLA-DRA,IL12RB1,CXCL11,GBP3,PSMB9,IL15,IL32,HLA-DPB1,CXCL10,HLA-DRB1,NOD2,HLA-F,CEACAM1,PID1,CCL13,HLA-DRB5,HLA-B,HGF,NLRC5,PSME1,IL3RA,HLA-E,ACOD1,CXCL9,ISG20,TNFRSF11A,HLA-A,PADI2,STAT1,GBP7,HLA-C,JAK2,PSMB10,PIM1,HLA-DQB2,IFI27,RIPK2,TNFSF13B,STAT2,CCL7,IL27,PSMB8,IFI35,CAMK2D,VCAM1,IFITM2,ICAM1,MUC1,CCL15,ZBP1,IFITM1,FLT3LG,TNFSF18,CD80,XAF1,TRIM22,PML,CSF2RB,TNFRSF21,B2M,CCL8,CD300LF,IFIT3,ZC3H12A,JAK3,CYLD,IFIT2,CASP4,STAP1,IRF7,CARD16,IL12RB2,RSAD2,MMP9,EDN1,GBP6,BIRC5,CISH,IL1RN,SBNO2,BRCA1,TRIM31,IL22RA2"
"GO:BP","cytokine-mediated signaling pathway","GO:0019221","4.429815343731269e-22","21.353614376907856","739","544","88","15922","IRF1,GBP2,IL18BP,HLA-DPA1,IL15RA,IL31RA,PSME2,AIM2,CD40,GBP1,CD74,CIITA,S1PR1,SOCS1,HLA-DRA,IL12RB1,CXCL11,PSMB9,IL15,IL32,HLA-DPB1,CXCL10,HLA-DRB1,NOD2,HLA-F,CEACAM1,CCL13,HLA-DRB5,HLA-B,HGF,NLRC5,PSME1,IL3RA,HLA-E,CXCL9,ISG20,TNFRSF11A,HLA-A,PADI2,STAT1,HLA-C,JAK2,PSMB10,PIM1,HLA-DQB2,IFI27,RIPK2,TNFSF13B,STAT2,CCL7,IL27,PSMB8,IFI35,CAMK2D,VCAM1,IFITM2,ICAM1,MUC1,CCL15,ZBP1,IFITM1,FLT3LG,TNFSF18,CD80,XAF1,TRIM22,PML,CSF2RB,B2M,CCL8,CD300LF,IFIT3,JAK3,CYLD,IFIT2,CASP4,STAP1,IRF7,CARD16,IL12RB2,RSAD2,MMP9,EDN1,BIRC5,CISH,IL1RN,TRIM31,IL22RA2"
"GO:BP","cellular response to interferon-gamma","GO:0071346","4.936829753716273e-21","20.306551849141908","137","544","38","15922","IRF1,GBP2,GBP5,HLA-DPA1,GBP4,GBP1,CIITA,SOCS1,HLA-DRA,IL12RB1,GBP3,HLA-DPB1,HLA-DRB1,HLA-F,CCL13,HLA-DRB5,HLA-B,NLRC5,HLA-E,ACOD1,HLA-A,STAT1,GBP7,HLA-C,JAK2,HLA-DQB2,CCL7,CAMK2D,VCAM1,ICAM1,CCL15,TRIM22,PML,B2M,CCL8,IRF7,GBP6,TRIM31"
"GO:BP","regulation of immune system process","GO:0002682","1.857373050555594e-17","16.731100860112367","1442","544","120","15922","IRF1,TIFA,GBP5,HLA-DPA1,IL31RA,PSME2,HLA-DMB,AIM2,CD40,GBP1,C4A,CD74,HLA-DOA,SOCS1,CD274,HLA-DRA,IL12RB1,ITK,SLAMF7,PSMB9,C4B,CD38,PDCD1LG2,SERPING1,LAG3,PDE4B,HLA-DPB1,TBX21,C1QB,CXCL10,HLA-DRB1,NOD2,CLEC2B,HLA-F,CEACAM1,BTN3A2,HLA-DRB5,HLA-B,CFH,SELL,KLRK1,NLRC5,PSME1,CFB,BTN3A1,HLA-E,ACOD1,BANK1,HLA-A,PADI2,STAT1,CTLA4,HLA-C,HCAR2,JAK2,CX3CR1,PSMB10,ADAM8,TRAFD1,HLA-DQB2,COLEC12,CR1L,TESC,RIPK2,TLR8,BTN3A3,C2,TNFSF13B,SLC11A1,CCL7,GPR183,IL27,PSMB8,CD28,HLA-DOB,VCAM1,ICAM1,KITLG,CLEC6A,MUC1,ZBP1,LILRB3,IFITM1,TNFSF18,CD80,PDCD1,TAL1,TNFRSF21,B2M,C3,SLAMF6,APOBEC3G,CLEC10A,CD300LF,SCIMP,TLR10,ZC3H12A,CTSS,JAK3,CYLD,FGL1,P2RX4,PLPP4,STAP1,CD1A,SCIN,IRF7,ICAM2,RSAD2,LILRA1,FAXDC2,BTN2A2,C1S,VEGFC,IFIH1,SIT1,DTX3L,LILRA2,TAPBPL,DDX60"
"GO:BP","regulation of immune response","GO:0050776","6.182160646238153e-17","16.20885971378771","999","544","95","15922","IRF1,TIFA,GBP5,HLA-DPA1,PSME2,HLA-DMB,AIM2,CD40,GBP1,C4A,CD74,SOCS1,CD274,HLA-DRA,IL12RB1,ITK,SLAMF7,PSMB9,C4B,CD38,SERPING1,LAG3,PDE4B,HLA-DPB1,TBX21,C1QB,HLA-DRB1,NOD2,CLEC2B,HLA-F,CEACAM1,BTN3A2,HLA-DRB5,HLA-B,CFH,SELL,KLRK1,NLRC5,PSME1,CFB,BTN3A1,HLA-E,ACOD1,HLA-A,STAT1,CTLA4,HLA-C,JAK2,PSMB10,ADAM8,TRAFD1,HLA-DQB2,COLEC12,CR1L,RIPK2,TLR8,BTN3A3,C2,SLC11A1,IL27,PSMB8,CD28,VCAM1,ICAM1,CLEC6A,MUC1,ZBP1,IFITM1,CD80,PDCD1,TNFRSF21,B2M,C3,SLAMF6,CLEC10A,CD300LF,SCIMP,TLR10,ZC3H12A,CTSS,JAK3,CYLD,FGL1,PLPP4,STAP1,CD1A,IRF7,ICAM2,RSAD2,LILRA1,BTN2A2,C1S,IFIH1,LILRA2,DDX60"
"GO:BP","response to stress","GO:0006950","7.169935077981332e-17","16.144484776745326","3317","544","205","15922","IRF1,GBP2,TIFA,GBP5,HLA-DPA1,APOL1,GBP4,APOL3,IL31RA,UBD,PSME2,AIM2,ASCL2,CD40,GBP1,CD74,P2RX7,CIITA,CALCOCO2,SOCS1,LRRK2,HLA-DRA,GCH1,IL12RB1,ITK,CXCL11,GBP3,SLAMF7,PSMB9,FBXO6,IL15,SERPING1,IL32,APOL2,HLA-DPB1,CXCL10,HLA-DRB1,NOD2,HLA-F,CEACAM1,ADGRE5,CCL13,HLA-DRB5,PLEK,HLA-B,HGF,KLRK1,NLRC5,ATP13A2,PSME1,CFB,HLA-E,ACOD1,BATF2,CXCL9,ISG20,PDK4,ATF3,TNFRSF11A,HLA-A,NMI,OPTN,STAT1,GBP7,CTLA4,HLA-C,MSRB1,JAK2,CX3CR1,PSMB10,NUB1,AGT,ADAM8,TRAFD1,HLA-DQB2,THBD,GNG2,COLEC12,BCL2A1,IFI27,MYOF,RIPK2,TLR8,UBE2L6,MTSS1,E2F8,TOP2A,SELENOP,SLC11A1,STAT2,CCL7,FAS,AGR2,PSMB8,E2F1,IFI35,AOC3,CAMK2D,VCAM1,IFITM2,ICAM1,MCM10,GINS2,RMI2,RTP4,KLF4,SCARF1,BCL2L11,GHRL,CLEC6A,MUC1,CCL15,APOBEC3D,ZBP1,LILRB3,H2BC21,IFITM1,ENPP4,GSDMD,SP140,XAF1,ARMT1,CDC45,AIFM2,EPAS1,TRIM22,PML,RAD54L,B2M,PCLAF,CCL8,APOBEC3A,C3,SLAMF6,CLSPN,APOBEC3G,CLEC10A,CD300LF,MEFV,SCIMP,IFIT3,RASGRF1,TLR10,ZC3H12A,CCRL2,ABCB1,TICRR,MCM6,CTSS,GSDMA,PARP10,CYLD,RECQL4,LGALS3BP,P2RX4,LYVE1,MCM7,IFIT2,CASP4,STAP1,EXO1,IRF7,CARD16,ICAM2,MCM4,DMC1,RSAD2,MCM2,LILRA1,TMEM109,MMP9,IFI44L,FEN1,CDH5,CYSLTR1,RALB,ADORA3,EDN1,VEGFC,IFIH1,SESN3,RTN4RL1,CDCA5,SLAMF1,NCF1,DTX3L,NRK,GBP6,CDK1,PMAIP1,HBEGF,XRCC2,LILRA2,IL1RN,DHFR,SBNO2,GADD45B,LY75,BRCA1,DTL,TRIM31,DDX60,NEIL3,MAFF,WDR76"
"GO:BP","interferon-gamma-mediated signaling pathway","GO:0060333","2.412968489866232e-16","15.617448349357923","83","544","27","15922","IRF1,GBP2,HLA-DPA1,GBP1,CIITA,SOCS1,HLA-DRA,HLA-DPB1,HLA-DRB1,HLA-F,HLA-DRB5,HLA-B,NLRC5,HLA-E,HLA-A,STAT1,HLA-C,JAK2,HLA-DQB2,CAMK2D,VCAM1,ICAM1,TRIM22,PML,B2M,IRF7,TRIM31"
"GO:BP","positive regulation of immune system process","GO:0002684","1.2873861466279767e-15","14.890291168560628","1044","544","95","15922","IRF1,TIFA,GBP5,HLA-DPA1,PSME2,HLA-DMB,AIM2,GBP1,C4A,CD74,SOCS1,CD274,HLA-DRA,IL12RB1,ITK,PSMB9,C4B,CD38,PDCD1LG2,SERPING1,PDE4B,HLA-DPB1,C1QB,CXCL10,HLA-DRB1,NOD2,HLA-F,CEACAM1,BTN3A2,HLA-DRB5,CFH,KLRK1,NLRC5,PSME1,CFB,BTN3A1,HLA-E,ACOD1,HLA-A,STAT1,CTLA4,HCAR2,PSMB10,ADAM8,HLA-DQB2,COLEC12,CR1L,TESC,RIPK2,TLR8,BTN3A3,C2,TNFSF13B,SLC11A1,CCL7,GPR183,PSMB8,CD28,VCAM1,ICAM1,KITLG,CLEC6A,MUC1,ZBP1,TNFSF18,CD80,PDCD1,TAL1,TNFRSF21,B2M,C3,SLAMF6,CLEC10A,CD300LF,SCIMP,TLR10,ZC3H12A,CTSS,JAK3,CYLD,P2RX4,PLPP4,STAP1,CD1A,SCIN,IRF7,ICAM2,RSAD2,FAXDC2,BTN2A2,C1S,VEGFC,IFIH1,LILRA2,DDX60"
"GO:BP","multi-organism process","GO:0051704","1.2882638577927808e-15","14.889995177156765","1949","544","141","15922","IRF1,GBP2,TIFA,GBP5,HLA-DPA1,APOL1,GBP4,IDO1,UBD,PSME2,AIM2,GBP1,CD74,P2RX7,CIITA,CALCOCO2,SOCS1,CD274,HLA-DRA,GCH1,IL12RB1,CXCL11,GBP3,SLAMF7,PSMB9,C4B,PDCD1LG2,SERPING1,APOL2,PDE4B,LAMP3,HLA-DPB1,TBX21,CXCL10,HLA-DRB1,NOD2,HLA-F,CEACAM1,CCL13,HLA-DRB5,HLA-B,KLRK1,NLRC5,PSME1,CFB,HLA-E,ACOD1,BATF2,CXCL9,ISG20,TNFRSF11A,HLA-A,TMEM119,OPTN,STAT1,GBP7,HLA-C,MSRB1,JAK2,CX3CR1,PSMB10,NUB1,ADAM8,TRAFD1,HLA-DQB2,COLEC12,IFI27,RIPK2,TLR8,TOP2A,PZP,BATF3,SLC11A1,STAT2,CCL7,MEIKIN,PSMB8,IFI35,CD28,CAMK2D,VCAM1,IFITM2,ICAM1,RTP4,GHRL,CLEC6A,MUC1,CCL15,APOBEC3D,ZBP1,H2BC21,IFITM1,CD80,GSDMD,XAF1,TRIM22,PML,B2M,CCL8,APOBEC3A,C3,SLAMF6,APOBEC3G,CLEC10A,CD300LF,MEFV,SCIMP,IFIT3,TLR10,ZC3H12A,CTSS,GSDMA,PARP10,CYLD,HORMAD1,IFIT2,CARD17,STAP1,IRF7,CARD16,ICAM2,DMC1,RSAD2,USP6NL,SYT6,GPR31,IFI44L,IFIH1,NCF1,DTX3L,PIWIL4,GBP6,CDK1,IGF2R,PMAIP1,LILRA2,SBNO2,TRIM31,DDX60,MAFF,CLIC5"
"GO:BP","cytokine production","GO:0001816","1.2513037776280474e-12","11.902637244317637","672","544","68","15922","IRF1,GBP5,HLA-DPA1,AIM2,GBP1,CD74,P2RX7,CD274,IL12RB1,ITK,PDCD1LG2,IL15,PDE4B,HLA-DPB1,TBX21,HLA-DRB1,NOD2,HLA-F,CEACAM1,BTN3A2,HLA-B,CLEC9A,NLRC5,BTN3A1,HLA-E,ACOD1,HLA-A,STAT1,JAK2,SUCNR1,CX3CR1,AGT,ADAM8,RIPK2,TLR8,UBE2L6,BTN3A3,SLC11A1,IL27,CD28,CD300H,KLF4,GHRL,CLEC6A,ZBP1,CD80,GSDMD,TNFRSF21,B2M,C3,SLAMF6,MEFV,SCIMP,S100A13,ZC3H12A,JAK3,CYLD,CARD17,IRF7,CARD16,IL12RB2,RSAD2,BTN2A2,IFIH1,SLAMF1,LILRA2,BRCA1,DDX60"
"GO:BP","response to organic substance","GO:0010033","1.5435477210784081e-12","11.811479939113115","2495","544","158","15922","IRF1,GBP2,IL18BP,GBP5,HLA-DPA1,GBP4,IL15RA,IL31RA,UBD,PSME2,AIM2,CD40,GBP1,CD74,P2RX7,CIITA,CALCOCO2,S1PR1,SOCS1,CD274,LRRK2,HLA-DRA,GCH1,IL12RB1,CXCL11,GBP3,PSMB9,C4B,FBXO6,PDCD1LG2,IL15,IL32,PDE4B,LAMP3,HLA-DPB1,CXCL10,HLA-DRB1,NOD2,HLA-F,CEACAM1,PID1,CCL13,HLA-DRB5,HLA-B,RXFP1,HGF,NLRC5,PSME1,IL3RA,HLA-E,ACOD1,CXCL9,ISG20,CHRD,PDK4,ATF3,TNFRSF11A,SSTR2,HLA-A,PADI2,OPTN,STAT1,GBP7,GRIN3A,HLA-C,JAK2,CX3CR1,PSMB10,NUB1,AGT,PIM1,HLA-DQB2,GNG2,COLEC12,IFI27,TESC,RIPK2,TNFSF13B,SLC11A1,STAT2,ATP6V0D2,CCL7,NRP1,IL27,AGR2,PSMB8,IFI35,CAMK2D,VCAM1,CYP1A1,IFITM2,ICAM1,PAQR8,KLF4,BCL2L11,GHRL,MUC1,CCL15,ZBP1,IFITM1,FLT3LG,TNFSF18,CD80,XAF1,TYMS,TRIM22,PML,CSF2RB,TNFRSF21,B2M,CCL8,CD300LF,MEFV,SCIMP,IFIT3,ZC3H12A,CTSS,JAK3,CYLD,P2RX4,DAB2,RAPGEF2,IFIT2,CASP4,CARD17,STAP1,IRF7,CARD16,CASP7,CDT1,IL12RB2,RSAD2,LRP5,GPR31,MMP9,CDH5,CASTOR1,GRAMD1B,RALB,EDN1,PDE3B,VEGFC,IFIH1,SESN3,GBP6,MIR503,FAM107A,BIRC5,PMAIP1,CISH,LILRA2,IL1RN,DHFR,SBNO2,BRCA1,TRIM31,IL22RA2,DGAT2"
"GO:BP","response to stimulus","GO:0050896","2.5537860032033202e-12","11.592815497644933","7707","544","354","15922","IRF1,GBP2,P2RY14,TIFA,IL18BP,GBP5,HLA-DPA1,APOL1,GBP4,APOL3,IL15RA,MYOZ2,IL31RA,UBD,PSME2,HLA-DMB,AIM2,LBH,ASCL2,CD40,GBP1,C4A,CD74,P2RX7,CIITA,CALCOCO2,S1PR1,SOCS1,CD274,LRRK2,HLA-DRA,SEPTIN4,GCH1,IL12RB1,ITK,CXCL11,GBP3,SLAMF7,PSMB9,C4B,FBXO6,CD38,PDCD1LG2,IL15,SERPING1,IL32,APOL2,TRDN,LAG3,PDE4B,LAMP3,HLA-DPB1,TBX21,C1QB,CXCL10,HLA-DRB1,NOD2,CLEC2B,HLA-F,CEACAM1,PID1,ADGRE5,CCL13,BTN3A2,HLA-DRB5,PLEK,HLA-B,AMOT,RXFP1,CFH,HGF,KREMEN1,CYSLTR2,SELL,KLRK1,RHEBL1,NLRC5,TNFSF10,ATP13A2,PSME1,CFB,IL3RA,BTN3A1,TAGAP,HLA-E,ACOD1,SECTM1,BATF2,ABCG2,BANK1,CXCL9,ISG20,CHRD,DKK2,PDK4,ATF3,INSYN2A,TNFRSF11A,DEPTOR,SSTR2,LMTK2,HLA-A,NMI,PADI2,OPTN,STAT1,GBP7,GRIN3A,CTLA4,HLA-C,HCAR2,MSRB1,JAK2,SUCNR1,CX3CR1,PSMB10,FGL2,NUB1,AGT,HCAR3,ADAM8,PIM1,TRAFD1,HLA-DQB2,THBD,GNG2,COLEC12,CR1L,BCL2A1,IFI27,MYOF,CD7,TESC,RIPK2,TLR8,UBE2L6,MTSS1,E2F8,TOP2A,BTN3A3,BATF3,C2,SYT1,SELENOP,TNFSF13B,SLC11A1,STAT2,EPHB3,ECEL1,ATP6V0D2,CCL7,PKD1L3,GPR183,TAPBP,NRP1,IL27,USP53,FAS,AGR2,PSMB8,E2F1,IFI35,IGSF6,CD28,AOC3,CAMK2D,VCAM1,CYP1A1,SPTBN4,IFITM2,ICAM1,KITLG,HSD3B7,MCM10,CD300H,PAQR8,NECAB2,GINS2,NRGN,RMI2,SEMA6B,RTP4,KLF4,SCARF1,BCL2L11,GHRL,CLEC6A,ARAP2,MUC1,ARNTL2,CCL15,APOBEC3D,ZBP1,DAPP1,LILRB3,GRM8,RSU1,H2BC21,IFITM1,ENPP4,FLT3LG,TNFSF18,CD80,GSDMD,GABRA3,SP140,XAF1,ARMT1,TYMS,CDC45,AIFM2,PDCD1,NXPH2,EPAS1,TRIM22,CDC25A,PML,CSF2RB,TNFRSF21,SRI,RAD54L,B2M,PCLAF,CCL8,APOBEC3A,C3,SLAMF6,CLSPN,APOBEC3G,CLEC10A,CD300LF,PLXNA2,MEFV,SCIMP,RGS18,S100A13,IFIT3,RASGRF1,ATP8B1,TLR10,ZC3H12A,CCRL2,ABCB1,TICRR,MCM6,CTSS,GSDMA,CBR3,JAK3,PARP10,CYLD,RECQL4,LGALS3BP,FGL1,P2RX4,IFT122,LYVE1,DAB2,MCM7,PLPP4,RAPGEF2,IFIT2,CASP4,SLC20A1,CARD17,STAP1,CD1A,RAB20,EXO1,MCTP2,IRF7,DHRS3,CARD16,ICAM2,CASP7,MCM4,DMC1,NPR1,CDT1,IL12RB2,RSAD2,CD93,LRP5,MCM2,LILRA1,TMEM109,FAM13A,SYT6,GPR31,TNFAIP8L3,MMP9,IFI44L,FEN1,CDH5,ENPP2,CASTOR1,GRAMD1B,CYSLTR1,RALB,ADORA3,BTN2A2,C1S,EDN1,PDE3B,VEGFC,IFIH1,ITGB1BP2,GTPBP1,SESN3,RTN4RL1,SDC2,CDCA5,SIT1,SLAMF1,NCF1,DTX3L,NRK,GBP6,MIR503,CDK1,IGF2R,FAM107A,RHOBTB3,BIRC5,PMAIP1,HBEGF,XRCC2,CISH,HRH2,MVP,LILRA2,CXCR3,SGPL1,CD101,IL1RN,DHFR,SBNO2,GADD45B,LY75,BRCA1,ASIC1,DTL,ANK2,TRIM31,DDX60,IL22RA2,NUCB1,NEIL3,MAFF,CCNA2,ADGRG5,WDR76,DGAT2,DEPDC7"
"GO:BP","positive regulation of immune response","GO:0050778","3.5258918229318246e-12","11.452731016320438","807","544","75","15922","IRF1,TIFA,GBP5,HLA-DPA1,PSME2,HLA-DMB,AIM2,GBP1,C4A,CD74,CD274,HLA-DRA,IL12RB1,ITK,PSMB9,C4B,CD38,SERPING1,PDE4B,HLA-DPB1,C1QB,HLA-DRB1,NOD2,HLA-F,CEACAM1,BTN3A2,HLA-DRB5,CFH,KLRK1,NLRC5,PSME1,CFB,BTN3A1,HLA-E,ACOD1,HLA-A,CTLA4,PSMB10,ADAM8,HLA-DQB2,COLEC12,CR1L,RIPK2,TLR8,BTN3A3,C2,SLC11A1,PSMB8,CD28,CLEC6A,MUC1,ZBP1,CD80,TNFRSF21,B2M,C3,SLAMF6,CLEC10A,CD300LF,SCIMP,TLR10,ZC3H12A,CTSS,CYLD,PLPP4,STAP1,CD1A,IRF7,ICAM2,RSAD2,BTN2A2,C1S,IFIH1,LILRA2,DDX60"
"GO:BP","regulation of cytokine production","GO:0001817","5.56450735100999e-12","11.254573279524916","625","544","64","15922","IRF1,GBP5,HLA-DPA1,AIM2,GBP1,CD74,P2RX7,CD274,IL12RB1,PDCD1LG2,IL15,PDE4B,HLA-DPB1,TBX21,HLA-DRB1,NOD2,HLA-F,CEACAM1,BTN3A2,HLA-B,CLEC9A,NLRC5,BTN3A1,HLA-E,ACOD1,HLA-A,STAT1,JAK2,CX3CR1,AGT,ADAM8,RIPK2,TLR8,UBE2L6,BTN3A3,SLC11A1,IL27,CD28,KLF4,GHRL,CLEC6A,ZBP1,CD80,GSDMD,TNFRSF21,B2M,C3,SLAMF6,MEFV,SCIMP,ZC3H12A,JAK3,CYLD,CARD17,IRF7,CARD16,IL12RB2,RSAD2,BTN2A2,IFIH1,SLAMF1,LILRA2,BRCA1,DDX60"
"GO:BP","cellular response to organic substance","GO:0071310","7.244865174797615e-12","11.139969692233697","2176","544","142","15922","IRF1,GBP2,IL18BP,GBP5,HLA-DPA1,GBP4,IL15RA,IL31RA,PSME2,AIM2,CD40,GBP1,CD74,P2RX7,CIITA,S1PR1,SOCS1,CD274,LRRK2,HLA-DRA,IL12RB1,CXCL11,GBP3,PSMB9,PDCD1LG2,IL15,IL32,PDE4B,HLA-DPB1,CXCL10,HLA-DRB1,NOD2,HLA-F,CEACAM1,PID1,CCL13,HLA-DRB5,HLA-B,RXFP1,HGF,NLRC5,PSME1,IL3RA,HLA-E,ACOD1,CXCL9,ISG20,CHRD,PDK4,ATF3,TNFRSF11A,SSTR2,HLA-A,PADI2,OPTN,STAT1,GBP7,HLA-C,JAK2,CX3CR1,PSMB10,AGT,PIM1,HLA-DQB2,GNG2,COLEC12,IFI27,TESC,RIPK2,TNFSF13B,STAT2,ATP6V0D2,CCL7,NRP1,IL27,AGR2,PSMB8,IFI35,CAMK2D,VCAM1,CYP1A1,IFITM2,ICAM1,KLF4,BCL2L11,GHRL,MUC1,CCL15,ZBP1,IFITM1,FLT3LG,TNFSF18,CD80,XAF1,TRIM22,PML,CSF2RB,TNFRSF21,B2M,CCL8,CD300LF,SCIMP,IFIT3,ZC3H12A,CTSS,JAK3,CYLD,P2RX4,DAB2,RAPGEF2,IFIT2,CASP4,CARD17,STAP1,IRF7,CARD16,CASP7,IL12RB2,RSAD2,LRP5,MMP9,CDH5,CASTOR1,GRAMD1B,RALB,EDN1,PDE3B,VEGFC,IFIH1,SESN3,GBP6,MIR503,FAM107A,BIRC5,CISH,LILRA2,IL1RN,SBNO2,BRCA1,TRIM31,IL22RA2,DGAT2"
"GO:BP","cellular response to chemical stimulus","GO:0070887","1.2684409280760575e-11","10.896729753281011","2693","544","164","15922","IRF1,GBP2,IL18BP,GBP5,HLA-DPA1,GBP4,IL15RA,IL31RA,PSME2,AIM2,CD40,GBP1,CD74,P2RX7,CIITA,S1PR1,SOCS1,CD274,LRRK2,HLA-DRA,GCH1,IL12RB1,CXCL11,GBP3,PSMB9,PDCD1LG2,IL15,IL32,PDE4B,HLA-DPB1,CXCL10,HLA-DRB1,NOD2,HLA-F,CEACAM1,PID1,CCL13,HLA-DRB5,HLA-B,RXFP1,HGF,KLRK1,NLRC5,ATP13A2,PSME1,IL3RA,HLA-E,ACOD1,ABCG2,CXCL9,ISG20,CHRD,PDK4,ATF3,TNFRSF11A,SSTR2,HLA-A,PADI2,OPTN,STAT1,GBP7,HLA-C,JAK2,CX3CR1,PSMB10,AGT,ADAM8,PIM1,HLA-DQB2,GNG2,COLEC12,IFI27,TESC,RIPK2,SYT1,TNFSF13B,STAT2,ATP6V0D2,CCL7,GPR183,NRP1,IL27,FAS,AGR2,PSMB8,IFI35,AOC3,CAMK2D,VCAM1,CYP1A1,IFITM2,ICAM1,HSD3B7,CD300H,KLF4,BCL2L11,GHRL,MUC1,CCL15,ZBP1,IFITM1,FLT3LG,TNFSF18,CD80,XAF1,AIFM2,EPAS1,TRIM22,PML,CSF2RB,TNFRSF21,B2M,CCL8,APOBEC3A,CD300LF,SCIMP,IFIT3,ZC3H12A,CCRL2,CTSS,CBR3,JAK3,CYLD,P2RX4,DAB2,RAPGEF2,IFIT2,CASP4,CARD17,STAP1,IRF7,CARD16,CASP7,IL12RB2,RSAD2,LRP5,SYT6,MMP9,CDH5,CASTOR1,GRAMD1B,RALB,EDN1,PDE3B,VEGFC,IFIH1,SESN3,NCF1,GBP6,MIR503,FAM107A,BIRC5,PMAIP1,HBEGF,CISH,LILRA2,CXCR3,IL1RN,DHFR,SBNO2,BRCA1,TRIM31,IL22RA2,DGAT2"
"GO:BP","antigen processing and presentation of peptide antigen","GO:0048002","1.79178939016979e-11","10.746713039351603","189","544","33","15922","HLA-DPA1,HLA-DMA,TAP2,PSME2,TAP1,HLA-DMB,CD74,HLA-DOA,HLA-DRA,PSMB9,LAG3,HLA-DPB1,ERAP2,HLA-DRB1,HLA-F,HLA-DRB5,HLA-B,PSME1,HLA-E,HLA-A,HLA-C,PSMB10,HLA-DQB2,SLC11A1,TAPBP,PSMB8,HLA-DOB,B2M,CTSS,KIF15,NCF1,TAPBPL,KIF11"
