Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
apoptotic cell clearance (GO:0043277)	1/26	0.5845574999223782	1.0	0	0	1.1584800741427248	0.6219881005121174	TGM2
response to growth factor (GO:0070848)	1/26	0.5845574999223782	1.0	0	0	1.1584800741427248	0.6219881005121174	KLF4
response to gamma radiation (GO:0010332)	1/26	0.5845574999223782	1.0	0	0	1.1584800741427248	0.6219881005121174	TMEM109
positive regulation of granulocyte chemotaxis (GO:0071624)	1/26	0.5845574999223782	1.0	0	0	1.1584800741427248	0.6219881005121174	CD74
regulation of muscle contraction (GO:0006937)	1/26	0.5845574999223782	1.0	0	0	1.1584800741427248	0.6219881005121174	SRI
regulation of microtubule-based process (GO:0032886)	1/26	0.5845574999223782	1.0	0	0	1.1584800741427248	0.6219881005121174	CYLD
regulation of histone acetylation (GO:0035065)	1/26	0.5845574999223782	1.0	0	0	1.1584800741427248	0.6219881005121174	BRCA1
fat-soluble vitamin metabolic process (GO:0006775)	1/26	0.5845574999223782	1.0	0	0	1.1584800741427248	0.6219881005121174	CYP1A1
endocrine system development (GO:0035270)	1/26	0.5845574999223782	1.0	0	0	1.1584800741427248	0.6219881005121174	HESX1
negative regulation of telomere maintenance via telomere lengthening (GO:1904357)	1/26	0.5845574999223782	1.0	0	0	1.1584800741427248	0.6219881005121174	XRN1
phospholipase C-activating G-protein coupled receptor signaling pathway (GO:0007200)	3/91	0.5858898379719208	1.0	0	0	0.992982920693764	0.5308720014098028	CYSLTR1;CYSLTR2;AGT
regulation of protein metabolic process (GO:0051246)	2/59	0.5875827336214124	1.0	0	0	1.0210332856851134	0.5429224215775925	GSAP;KLF4
renal system development (GO:0072001)	2/59	0.5875827336214124	1.0	0	0	1.0210332856851134	0.5429224215775925	STAT1;AGT
cell morphogenesis (GO:0000902)	2/59	0.5875827336214124	1.0	0	0	1.0210332856851134	0.5429224215775925	CDH5;ADAM8
regulation of stress fiber assembly (GO:0051492)	2/60	0.5967725646321251	1.0	0	0	1.0040160642570282	0.5182923714256529	NRP1;S100A10
response to reactive oxygen species (GO:0000302)	2/60	0.5967725646321251	1.0	0	0	1.0040160642570282	0.5182923714256529	NCF1;MMP9
phosphatidylcholine acyl-chain remodeling (GO:0036151)	1/27	0.5983681034116936	1.0	0	0	1.1155734047300312	0.5729017814197918	PLB1
ATP synthesis coupled proton transport (GO:0015986)	1/27	0.5983681034116936	1.0	0	0	1.1155734047300312	0.5729017814197918	VPS9D1
regulation of cilium assembly (GO:1902017)	1/27	0.5983681034116936	1.0	0	0	1.1155734047300312	0.5729017814197918	CYLD
negative regulation of synaptic transmission (GO:0050805)	1/27	0.5983681034116936	1.0	0	0	1.1155734047300312	0.5729017814197918	LRRK2
regulation of protein transport (GO:0051223)	1/27	0.5983681034116936	1.0	0	0	1.1155734047300312	0.5729017814197918	ATP13A2
phosphatidylserine metabolic process (GO:0006658)	1/27	0.5983681034116936	1.0	0	0	1.1155734047300312	0.5729017814197918	PLA1A
regulation of neurotransmitter secretion (GO:0046928)	1/27	0.5983681034116936	1.0	0	0	1.1155734047300312	0.5729017814197918	LRRK2
regulation of autophagy of mitochondrion (GO:1903146)	1/27	0.5983681034116936	1.0	0	0	1.1155734047300312	0.5729017814197918	ATP13A2
cellular response to topologically incorrect protein (GO:0035967)	1/27	0.5983681034116936	1.0	0	0	1.1155734047300312	0.5729017814197918	OPTN
cellular transition metal ion homeostasis (GO:0046916)	3/93	0.6006839569028011	1.0	0	0	0.9716284492809949	0.49522575283661147	SLC11A1;ATP13A2;ABCG2
glycosaminoglycan metabolic process (GO:0030203)	2/61	0.6058078854149164	1.0	0	0	0.9875567845151096	0.4949559193580819	SDC2;XYLT1
protein targeting to membrane (GO:0006612)	2/61	0.6058078854149164	1.0	0	0	0.9875567845151096	0.4949559193580819	RTP4;NCF1
neuron projection extension (GO:1990138)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	NRP1
negative regulation of homeostatic process (GO:0032845)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	P2RX7
negative regulation of proteasomal protein catabolic process (GO:1901799)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	LAMP3
acute inflammatory response (GO:0002526)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	APOL2
negative regulation of response to DNA damage stimulus (GO:2001021)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	CD74
positive regulation of phosphate metabolic process (GO:0045937)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	NRP1
positive regulation of sprouting angiogenesis (GO:1903672)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	KLF4
lytic vacuole organization (GO:0080171)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	LRRK2
regulation of NIK/NF-kappaB signaling (GO:1901222)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	NOD2
neural crest cell migration (GO:0001755)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	NRP1
triglyceride homeostasis (GO:0070328)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	DGAT2
cGMP metabolic process (GO:0046068)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	NPR1
dopamine receptor signaling pathway (GO:0007212)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	GNG2
positive regulation of lipid biosynthetic process (GO:0046889)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	SLC45A3
protein export from nucleus (GO:0006611)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	EGR2
primary neural tube formation (GO:0014020)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	IFT122
bicellular tight junction assembly (GO:0070830)	1/28	0.6117202660106027	1.0	0	0	1.0757314974182444	0.5287007128286438	MARVELD2
cellular amide metabolic process (GO:0043603)	2/62	0.6146888108344841	1.0	0	0	0.9716284492809949	0.4728324308970546	SGPL1;CMAHP
cellular protein catabolic process (GO:0044257)	2/62	0.6146888108344841	1.0	0	0	0.9716284492809949	0.4728324308970546	CTSO;CTSS
stress-activated MAPK cascade (GO:0051403)	2/62	0.6146888108344841	1.0	0	0	0.9716284492809949	0.4728324308970546	RIPK2;NOD2
negative regulation of peptidase activity (GO:0010466)	2/62	0.6146888108344841	1.0	0	0	0.9716284492809949	0.4728324308970546	SERPING1;AGT
regulation of cytoskeleton organization (GO:0051493)	3/95	0.6151264865372289	1.0	0	0	0.9511731135066582	0.46220104295155057	P2RX7;CYLD;RHOBTB3
negative regulation of nucleic acid-templated transcription (GO:1903507)	14/444	0.6164223648835453	1.0	0	0	0.94974492564854	0.459508337658723	CIITA;ATP8B1;BHLHE41;BRCA1;KLF4;PML;SBNO2;DAB2;IRF1;TBX21;E2F1;BIRC5;CD38;ATF5
protein localization to membrane (GO:0072657)	5/160	0.6169310723852468	1.0	0	0	0.9412650602409638	0.4546291184503334	SPTBN4;TESC;RAPGEF2;ANK2;S100A10
positive regulation of protein metabolic process (GO:0051247)	3/96	0.6222143589422934	1.0	0	0	0.9412650602409638	0.4466026139769766	KLF4;DTL;AGT
carbohydrate homeostasis (GO:0033500)	2/63	0.6234156182552195	1.0	0	0	0.9562057754828839	0.45184725436777196	G6PC;PDK4
positive regulation of cell projection organization (GO:0031346)	2/63	0.6234156182552195	1.0	0	0	0.9562057754828839	0.45184725436777196	RAPGEF2;SCARF1
regulation of macromolecule metabolic process (GO:0060255)	4/129	0.6244052267291168	1.0	0	0	0.9339684318670028	0.43985777488870614	ZC3H12A;CDK1;NOD2;TAPBP
regulation of macrophage derived foam cell differentiation (GO:0010743)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	AGT
very long-chain fatty acid metabolic process (GO:0000038)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	ACOT4
synaptic vesicle endocytosis (GO:0048488)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	SYT1
tube closure (GO:0060606)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	IFT122
lung development (GO:0030324)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	DNAAF1
regulation of vasoconstriction (GO:0019229)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	AGT
vacuolar transport (GO:0007034)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	ATP6V0D2
positive regulation of histone modification (GO:0031058)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	BRCA1
regulation of embryonic development (GO:0045995)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	CDK1
regulation of neutrophil chemotaxis (GO:0090022)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	CD74
lysosome localization (GO:0032418)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	S100A13
negative regulation of epithelial cell apoptotic process (GO:1904036)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	ICAM1
B cell proliferation (GO:0042100)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	CD40
nuclear-transcribed mRNA poly(A) tail shortening (GO:0000289)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	SAMD4A
synaptic vesicle recycling (GO:0036465)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	SYT1
MyD88-dependent toll-like receptor signaling pathway (GO:0002755)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	TLR10
respiratory system development (GO:0060541)	1/29	0.6246291833850538	1.0	0	0	1.038637307852098	0.4887797173926557	DNAAF1
negative regulation of cell motility (GO:2000146)	3/97	0.6292126447278301	1.0	0	0	0.9315612967333251	0.4315793176164503	IFITM1;ADORA3;CHRD
generation of neurons (GO:0048699)	4/130	0.6304544805212919	1.0	0	0	0.9267840593141798	0.42753875998695723	NRP1;RAPGEF2;ASCL2;MDGA1
homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)	2/64	0.6319887365445445	1.0	0	0	0.9412650602409638	0.4319312000350914	CDH5;CEACAM1
glycerophospholipid metabolic process (GO:0006650)	2/64	0.6319887365445445	1.0	0	0	0.9412650602409638	0.4319312000350914	PLEK;PLA1A
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	9/291	0.6325966859728621	1.0	0	0	0.9315612967333251	0.42658260482981836	TBX21;PSME1;CDK1;PSME2;FBXO6;PSMB8;PSMB10;PML;PSMB9
neuron projection morphogenesis (GO:0048812)	5/163	0.6332629704567672	1.0	0	0	0.923941163426713	0.4221205447062658	SPTBN4;NRK;SDC2;LRRK2;EPHB3
regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	1/30	0.6371095482241851	1.0	0	0	1.0040160642570282	0.45262415960022045	KLF4
hippo signaling (GO:0035329)	1/30	0.6371095482241851	1.0	0	0	1.0040160642570282	0.45262415960022045	AMOT
cellular response to cAMP (GO:0071320)	1/30	0.6371095482241851	1.0	0	0	1.0040160642570282	0.45262415960022045	RAPGEF2
negative regulation of transferase activity (GO:0051348)	1/30	0.6371095482241851	1.0	0	0	1.0040160642570282	0.45262415960022045	DTX3L
negative regulation of secretion by cell (GO:1903531)	1/30	0.6371095482241851	1.0	0	0	1.0040160642570282	0.45262415960022045	RSAD2
cyclic purine nucleotide metabolic process (GO:0052652)	1/30	0.6371095482241851	1.0	0	0	1.0040160642570282	0.45262415960022045	NPR1
negative regulation of DNA biosynthetic process (GO:2000279)	1/30	0.6371095482241851	1.0	0	0	1.0040160642570282	0.45262415960022045	XRN1
fatty-acyl-CoA biosynthetic process (GO:0046949)	1/30	0.6371095482241851	1.0	0	0	1.0040160642570282	0.45262415960022045	ACSL1
regulation of ARF protein signal transduction (GO:0032012)	1/30	0.6371095482241851	1.0	0	0	1.0040160642570282	0.45262415960022045	ARAP2
regulation of intracellular estrogen receptor signaling pathway (GO:0033146)	1/30	0.6371095482241851	1.0	0	0	1.0040160642570282	0.45262415960022045	BRCA1
regulation of developmental growth (GO:0048638)	1/30	0.6371095482241851	1.0	0	0	1.0040160642570282	0.45262415960022045	AGR2
positive regulation of phospholipase C activity (GO:0010863)	1/30	0.6371095482241851	1.0	0	0	1.0040160642570282	0.45262415960022045	ITK
phosphatidylinositol 3-kinase signaling (GO:0014065)	1/30	0.6371095482241851	1.0	0	0	1.0040160642570282	0.45262415960022045	EDN1
artery morphogenesis (GO:0048844)	1/30	0.6371095482241851	1.0	0	0	1.0040160642570282	0.45262415960022045	NRP1
response to estradiol (GO:0032355)	1/30	0.6371095482241851	1.0	0	0	1.0040160642570282	0.45262415960022045	SSTR2
transcription, DNA-templated (GO:0006351)	11/356	0.6386166967218159	1.0	0	0	0.930689048328144	0.4173682978065959	ETV7;EGR2;BATF3;MAF;EPAS1;IRF1;MAFF;IRF7;E2F1;KLF4;ASCL2
O-glycan processing (GO:0016266)	2/65	0.640408735901504	1.0	0	0	0.9267840593141798	0.4130200710216353	MUC1;GALNT18
cellular response to reactive oxygen species (GO:0034614)	2/65	0.640408735901504	1.0	0	0	0.9267840593141798	0.4130200710216353	NCF1;MMP9
defense response to Gram-positive bacterium (GO:0050830)	2/65	0.640408735901504	1.0	0	0	0.9267840593141798	0.4130200710216353	GSDMD;HLA-E
steroid metabolic process (GO:0008202)	3/99	0.6429389524235344	1.0	0	0	0.9127418765972983	0.40316310793202115	HSD11B1;DHRS9;CYP1A1
cellular response to organic substance (GO:0071310)	4/133	0.6482238851001927	1.0	0	0	0.9058791557206268	0.3927159530790847	PID1;CYP1A1;KLF4;IL18BP
intracellular steroid hormone receptor signaling pathway (GO:0030518)	2/66	0.6486763179039564	1.0	0	0	0.9127418765972983	0.39505424099804076	PADI2;BRCA1
JNK cascade (GO:0007254)	2/66	0.6486763179039564	1.0	0	0	0.9127418765972983	0.39505424099804076	RIPK2;NOD2
regulation of dendritic spine development (GO:0060998)	1/31	0.6491755670057043	1.0	0	0	0.9716284492809949	0.41979409210318397	LRRK2
negative regulation of blood vessel endothelial cell migration (GO:0043537)	1/31	0.6491755670057043	1.0	0	0	0.9716284492809949	0.41979409210318397	KLF4
regulation of ubiquitin-protein transferase activity (GO:0051438)	1/31	0.6491755670057043	1.0	0	0	0.9716284492809949	0.41979409210318397	DTX3L
skeletal system morphogenesis (GO:0048705)	1/31	0.6491755670057043	1.0	0	0	0.9716284492809949	0.41979409210318397	LRP5
regulation of protein export from nucleus (GO:0046825)	1/31	0.6491755670057043	1.0	0	0	0.9716284492809949	0.41979409210318397	IFI27
zinc ion homeostasis (GO:0055069)	1/31	0.6491755670057043	1.0	0	0	0.9716284492809949	0.41979409210318397	ATP13A2
regulation of protein autophosphorylation (GO:0031952)	1/31	0.6491755670057043	1.0	0	0	0.9716284492809949	0.41979409210318397	MVP
cellular zinc ion homeostasis (GO:0006882)	1/31	0.6491755670057043	1.0	0	0	0.9716284492809949	0.41979409210318397	ATP13A2
positive regulation of insulin secretion (GO:0032024)	1/31	0.6491755670057043	1.0	0	0	0.9716284492809949	0.41979409210318397	GHRL
lysosome organization (GO:0007040)	1/31	0.6491755670057043	1.0	0	0	0.9716284492809949	0.41979409210318397	LRRK2
adenylate cyclase-modulating G-protein coupled receptor signaling pathway (GO:0007188)	4/134	0.6540196228116862	1.0	0	0	0.8991188635137565	0.38178198496299576	CYSLTR1;CYSLTR2;GRM8;RXFP1
neuron projection development (GO:0031175)	5/167	0.6543649760938928	1.0	0	0	0.9018108361590073	0.3824489717235383	NRK;LRRK2;RASGRF1;RAPGEF2;EPHB3
regulation of protein ubiquitination (GO:0031396)	3/101	0.65630313801151	1.0	0	0	0.8946677800310151	0.3767736754261845	RIPK2;LRRK2;BRCA1
negative regulation of protein serine/threonine kinase activity (GO:0071901)	2/67	0.656792306131834	1.0	0	0	0.8991188635137565	0.3779782728686607	PKIB;LRP5
positive regulation of endothelial cell proliferation (GO:0001938)	2/67	0.656792306131834	1.0	0	0	0.8991188635137565	0.3779782728686607	NRP1;VEGFC
insulin receptor signaling pathway (GO:0008286)	2/67	0.656792306131834	1.0	0	0	0.8991188635137565	0.3779782728686607	PDK4;ATP6V0D2
cellular response to UV (GO:0034644)	2/67	0.656792306131834	1.0	0	0	0.8991188635137565	0.3779782728686607	CARD16;CDC25A
phagocytosis (GO:0006909)	4/135	0.6597511281518248	1.0	0	0	0.892458723784025	0.37116697334359977	C3;CD93;SLC11A1;TGM2
response to zinc ion (GO:0010043)	1/32	0.660840975763473	1.0	0	0	0.9412650602409638	0.38991156755513734	ATP13A2
regulation of glutamate receptor signaling pathway (GO:1900449)	1/32	0.660840975763473	1.0	0	0	0.9412650602409638	0.38991156755513734	NECAB2
phosphatidylcholine biosynthetic process (GO:0006656)	1/32	0.660840975763473	1.0	0	0	0.9412650602409638	0.38991156755513734	PCYT1A
cellular response to glucagon stimulus (GO:0071377)	1/32	0.660840975763473	1.0	0	0	0.9412650602409638	0.38991156755513734	GNG2
central nervous system neuron differentiation (GO:0021953)	1/32	0.660840975763473	1.0	0	0	0.9412650602409638	0.38991156755513734	MDGA1
negative regulation of BMP signaling pathway (GO:0030514)	1/32	0.660840975763473	1.0	0	0	0.9412650602409638	0.38991156755513734	CHRD
cyclic-nucleotide-mediated signaling (GO:0019935)	1/32	0.660840975763473	1.0	0	0	0.9412650602409638	0.38991156755513734	RAPGEF2
ATP biosynthetic process (GO:0006754)	1/32	0.660840975763473	1.0	0	0	0.9412650602409638	0.38991156755513734	VPS9D1
activation of adenylate cyclase activity (GO:0007190)	1/32	0.660840975763473	1.0	0	0	0.9412650602409638	0.38991156755513734	ADORA3
negative regulation of fat cell differentiation (GO:0045599)	1/32	0.660840975763473	1.0	0	0	0.9412650602409638	0.38991156755513734	E2F1
positive regulation of telomere maintenance via telomerase (GO:0032212)	1/32	0.660840975763473	1.0	0	0	0.9412650602409638	0.38991156755513734	PKIB
mismatch repair (GO:0006298)	1/32	0.660840975763473	1.0	0	0	0.9412650602409638	0.38991156755513734	EXO1
aminoglycan catabolic process (GO:0006026)	1/32	0.660840975763473	1.0	0	0	0.9412650602409638	0.38991156755513734	SDC2
monocarboxylic acid biosynthetic process (GO:0072330)	2/68	0.664757637478417	1.0	0	0	0.885896527285613	0.36174057377373475	HSD3B7;OSBPL6
glycogen metabolic process (GO:0005977)	1/33	0.672119056070133	1.0	0	0	0.9127418765972983	0.3626504083425842	G6PC
axonemal dynein complex assembly (GO:0070286)	1/33	0.672119056070133	1.0	0	0	0.9127418765972983	0.3626504083425842	DNAAF1
positive regulation of adenylate cyclase activity (GO:0045762)	1/33	0.672119056070133	1.0	0	0	0.9127418765972983	0.3626504083425842	ADORA3
activation of MAPKK activity (GO:0000186)	1/33	0.672119056070133	1.0	0	0	0.9127418765972983	0.3626504083425842	LRRK2
oligosaccharide biosynthetic process (GO:0009312)	1/33	0.672119056070133	1.0	0	0	0.9127418765972983	0.3626504083425842	GALNT18
neural tube closure (GO:0001843)	1/33	0.672119056070133	1.0	0	0	0.9127418765972983	0.3626504083425842	IFT122
platelet aggregation (GO:0070527)	1/33	0.672119056070133	1.0	0	0	0.9127418765972983	0.3626504083425842	PLEK
positive regulation of catalytic activity (GO:0043085)	1/33	0.672119056070133	1.0	0	0	0.9127418765972983	0.3626504083425842	NOD2
establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197)	1/33	0.672119056070133	1.0	0	0	0.9127418765972983	0.3626504083425842	SCARF1
carboxylic acid metabolic process (GO:0019752)	1/33	0.672119056070133	1.0	0	0	0.9127418765972983	0.3626504083425842	ACOT4
positive regulation of nucleocytoplasmic transport (GO:0046824)	1/33	0.672119056070133	1.0	0	0	0.9127418765972983	0.3626504083425842	ZC3H12A
positive regulation of Notch signaling pathway (GO:0045747)	1/33	0.672119056070133	1.0	0	0	0.9127418765972983	0.3626504083425842	NOD2
regulation of endocytosis (GO:0030100)	2/69	0.6725733536246068	1.0	0	0	0.8730574471800244	0.3462930831436873	DAB2;RAB20
B cell receptor signaling pathway (GO:0050853)	3/104	0.675668189972666	1.0	0	0	0.8688600556070436	0.3406393362006333	ITK;CTLA4;CD38
positive regulation of lymphocyte activation (GO:0051251)	3/104	0.675668189972666	1.0	0	0	0.8688600556070436	0.3406393362006333	HLA-DPB1;NOD2;HLA-DPA1
regulation of signal transduction by p53 class mediator (GO:1901796)	4/138	0.6765578520337032	1.0	0	0	0.8730574471800244	0.3411361256749654	RMI2;EXO1;BRCA1;PML
cellular response to growth factor stimulus (GO:0071363)	4/139	0.6820302202716033	1.0	0	0	0.8667764583513912	0.3316991513146434	NRP1;HGF;RAPGEF2;KLF4
epithelial tube morphogenesis (GO:0060562)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	MTSS1
regulation of double-strand break repair (GO:2000779)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	PML
regulation of interleukin-8 production (GO:0032677)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	NOD2
ncRNA metabolic process (GO:0034660)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	PIWIL4
response to amino acid (GO:0043200)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	SESN3
positive regulation of exocytosis (GO:0045921)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	ATP13A2
regulation of wound healing (GO:0061041)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	HBEGF
positive regulation of telomere maintenance via telomere lengthening (GO:1904358)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	PKIB
positive regulation of DNA binding (GO:0043388)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	MMP9
positive regulation of cytokinesis (GO:0032467)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	CDC6
bone development (GO:0060348)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	LRP5
regulation of axon extension (GO:0030516)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	PLXNA2
positive regulation of cell development (GO:0010720)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	EDN1
positive regulation of chemokine production (GO:0032722)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	CD74
response to glucagon (GO:0033762)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	GNG2
anterior/posterior pattern specification (GO:0009952)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	LRP5
macromolecule catabolic process (GO:0009057)	1/34	0.6830226495194064	1.0	0	0	0.885896527285613	0.3377279040986332	PGA5
actomyosin structure organization (GO:0031032)	2/71	0.6877605837504129	1.0	0	0	0.8484642796538265	0.3175924744152286	FRMD3;MYOZ2
response to insulin (GO:0032868)	2/71	0.6877605837504129	1.0	0	0	0.8484642796538265	0.3175924744152286	CEACAM1;PDE3B
defense response to bacterium (GO:0042742)	7/241	0.6923768517088678	1.0	0	0	0.8748687696845473	0.3216235336465916	GBP6;GSDMD;GSDMA;SLC11A1;NOD2;OPTN;HLA-E
regulation of transcription, DNA-templated (GO:0006355)	50/1598	0.692572739259284	1.0	0	0	0.9424431141336309	0.34619894577865595	CIITA;NCF1;CD80;BHLHE41;BRCA1;CD38;MYBL2;ZNF367;TRIM22;TCF19;BATF2;BATF3;DTX3L;SP110;TESC;ETV7;TOX2;TAL1;IRF1;IRF7;BIRC5;ATF5;ATF3;CASZ1;CAMK2D;EPAS1;SP140;LRP5;TYMS;ASCL2;ARNTL2;SBNO2;CDC45;ZNF704;TBX21;E2F1;CDT1;CD74;EGR2;RRM2;STAT1;ATP8B1;STAT2;IL31RA;CDC6;KLF4;AGT;PML;DHFR;DAB2
positive regulation of NIK/NF-kappaB signaling (GO:1901224)	1/35	0.693564172794708	1.0	0	0	0.8605851979345955	0.3148980282588526	NOD2
antibacterial humoral response (GO:0019731)	1/35	0.693564172794708	1.0	0	0	0.8605851979345955	0.3148980282588526	HLA-E
negative regulation of cell-substrate adhesion (GO:0010812)	1/35	0.693564172794708	1.0	0	0	0.8605851979345955	0.3148980282588526	GBP1
anatomical structure homeostasis (GO:0060249)	1/35	0.693564172794708	1.0	0	0	0.8605851979345955	0.3148980282588526	RECQL4
endothelial cell migration (GO:0043542)	1/35	0.693564172794708	1.0	0	0	0.8605851979345955	0.3148980282588526	NRP1
apical junction assembly (GO:0043297)	1/35	0.693564172794708	1.0	0	0	0.8605851979345955	0.3148980282588526	MARVELD2
positive regulation of ATPase activity (GO:0032781)	1/35	0.693564172794708	1.0	0	0	0.8605851979345955	0.3148980282588526	ATP1B2
positive regulation of epithelial cell proliferation (GO:0050679)	3/107	0.6942164400651073	1.0	0	0	0.844499493300304	0.3082182415874088	NRP1;VEGFC;NOD2
regulation of protein secretion (GO:0050708)	3/107	0.6942164400651073	1.0	0	0	0.844499493300304	0.3082182415874088	RSAD2;ADAM8;ATP13A2
cell-cell junction organization (GO:0045216)	2/72	0.6951346356196073	1.0	0	0	0.8366800535475234	0.30425847712744364	CDH5;MARVELD2
regulation of neuron death (GO:1901214)	2/72	0.6951346356196073	1.0	0	0	0.8366800535475234	0.30425847712744364	LRRK2;ATP13A2
regulation of epithelial cell proliferation (GO:0050678)	2/72	0.6951346356196073	1.0	0	0	0.8366800535475234	0.30425847712744364	NOD2;MTSS1
protein phosphorylation (GO:0006468)	14/470	0.6986296702174724	1.0	0	0	0.8972058446552167	0.3217689484504794	CAMK2D;LRRK2;ACOD1;LMTK2;CCNA2;PIM1;CDK1;BIRC5;ATP13A2;FAM20A;CLSPN;JAK2;JAK3;EPHB3
regulation of transcription from RNA polymerase II promoter (GO:0006357)	46/1478	0.6999103899758957	1.0	0	0	0.9374439571547353	0.3344827847966365	CIITA;CD40;CAMK2D;PID1;ONECUT2;EPAS1;BHLHE41;NLRC5;LRP5;NOD2;BRCA1;ASCL2;ARNTL2;SBNO2;MUC1;ZNF704;TBX21;ZC3H12A;E2F1;E2F2;MYBL2;ZNF367;E2F8;TCF19;BATF2;BATF3;EGR2;EDN1;RIPK2;STAT1;STAT2;SLC11A1;HGF;EBF4;KLF4;ETV7;CXCL10;TOX2;IFI27;TAL1;IRF1;MAFF;IRF7;ATF5;SSBP3;ATF3
negative regulation of hydrolase activity (GO:0051346)	3/108	0.7002184049166752	1.0	0	0	0.8366800535475234	0.2981618018565763	KLRK1;LRRK2;PKMYT1
lymphocyte differentiation (GO:0030098)	2/73	0.7023641338298378	1.0	0	0	0.825218682950982	0.2915524841393842	VCAM1;JAK3
canonical Wnt signaling pathway (GO:0060070)	2/73	0.7023641338298378	1.0	0	0	0.825218682950982	0.2915524841393842	LRRK2;LRP5
regulation of potassium ion transport (GO:0043266)	1/36	0.7037556314835883	1.0	0	0	0.8366800535475234	0.2939458646687878	ANK2
regulation of receptor-mediated endocytosis (GO:0048259)	1/36	0.7037556314835883	1.0	0	0	0.8366800535475234	0.2939458646687878	B2M
carbohydrate biosynthetic process (GO:0016051)	1/36	0.7037556314835883	1.0	0	0	0.8366800535475234	0.2939458646687878	GALNT18
regulation of smoothened signaling pathway (GO:0008589)	1/36	0.7037556314835883	1.0	0	0	0.8366800535475234	0.2939458646687878	IFT122
